Date,fao_fpi,fao_meat,fao_dairy,fao_cereals,fao_oils,fao_sugar,fao_fpi_real,fao_meat_real,fao_dairy_real,fao_cereals_real,fao_oils_real,fao_sugar_real,cpi_mom,cpi_p_mom,cpi_n_mom,cpi_u_mom,cpi_baz,icp_obr,icp_pish,icp_pish_sa_stl,icp_selhoz,icp_selhoz_sa_stl,ort,ort_p,ort_n,ipp,ipp_obr,ipp_prod,ipp_prod_sa_stl,kurs_nom,kurs_real,kurs_doll,kurs_doll_mom,kurs_doll_mom_sa_stl,zp_real,zp_real_sa_stl,zp_nom,ob_potreb_kred,ob_rozn_kred,ob_kred,zad_nas_kred,zad_potreb_kred,zad_kred,budj_mom,u_bezrab,unemp_sa_stl,u_potreb_mom,mp_odjp_sh_omsk,mp_odjp_sh_rf,mp_odjp_omsk,mp_odjp_rf,mp_odjp_rf_sa_stl,mp_izmp_omsk,mp_izmp_rf,mp_ojid_spros,mp_izderjki,real_income_m1,real_income_m1_sa_stl,mp_ibk_p_odj,rmci_mom,rmci_mom_sa_stl
2019-01,101.13,99.33,103.17,100.58,104.44,101.32,93.77,92.79,101.51,102.08,80.75,79.79,101.24,101.13,100.82,101.83,100.99,93.9,100.64,101.18,101.15,101.08,81.7,82.2,81.3,92.3,92.3,87.5,102.23,99.6,100.3,67.33,100.05,101.11,77,102.06,78,77.49,68.52,63.7,100.67,99.23,99.57,44.28,7.16,6.36,100.57,18.18,9.44,17.89,14.72,13.07,20.97,19.79,20.8,31.97,52.23,99.62,19.42,94.9,98.72
2019-02,100.78,100.89,102.79,99.09,101.9,101.22,94.5,93.62,104.35,101.15,82.29,80.76,100.51,100.95,100.21,100.28,100.24,98.47,100.03,99.92,101.11,100.68,98.4,99.3,97.6,95.5,95.7,106.4,96.16,102.3,102.2,65.86,97.81,98.4,99.3,101.86,99.8,105.27,112.59,112.36,101.1,100.66,100.12,123.9,7.38,6.41,95.71,-4,3.91,10,10.63,10.45,14.5,9.98,23.13,30.3,106.19,90.27,12.24,97.36,99.43
2019-03,99.1,101.59,101.81,96.79,95.89,97.95,93.65,95.11,106.24,97.91,78.9,79.1,100.41,100.08,100.38,100.87,100.46,100.95,101.51,101.65,102.39,101.86,107,104,109.6,105.1,106.6,110.9,98.25,101.2,101.2,65.14,98.91,99.43,110.9,104.04,111.4,119.9,114.4,117.79,101.62,101.68,101.59,110.16,7.25,6.38,102.07,-10,-2.3,5.31,8.62,9.2,11.02,7.3,15.45,22.58,85.47,86.57,8.14,101.09,101.71
2019-04,100.49,103.36,100.45,97.06,100.89,100.75,94.11,98.3,106.72,95.03,79.6,79.7,100.22,100.77,100.08,99.68,100.26,102.73,99.83,99.86,100.76,101.28,99,99.1,99,96.6,97.5,98.8,100.17,101.5,101.2,64.62,99.19,99.77,99.8,99.87,100,104.06,105.71,111.75,101.98,102.11,101.77,106.84,6.95,6.33,98.57,-16.67,-2,6.4,7.99,9.25,8.87,5.75,12.7,24,121.41,114.65,7.63,98.66,100.09
2019-05,100.65,102.84,100.44,99.61,99.23,96.82,94.71,101.1,107.19,94.66,78.99,77.17,100.32,100.6,100.09,100.2,100.2,106.83,100.09,100.1,100.87,101.14,104.8,102.7,106.5,107.8,110.3,98.4,96.64,100.5,100.5,64.82,100.31,100.02,103.9,103.02,104.2,94.57,91.4,84.27,101.65,101.93,100.56,94.78,6.7,6.47,106.32,-4.2,-1.5,8.5,8.9,9.99,3.9,4.1,14.5,27.69,106.81,111.95,6.19,99.82,100.92
2019-06,101.17,100.69,96.53,104.9,98.68,104.18,95.82,101.8,103.47,99.3,77.95,80.39,100.21,99.53,100.02,101.29,100.03,96.4,99.92,100.04,101,100.3,100.7,100,101.4,97.8,98.6,102.4,102.93,100.3,100.3,64.22,99.09,98.42,102.5,99.49,102.7,102.4,103.82,108.88,101.22,101.67,100.43,123.16,6.41,6.65,101.97,-8,2.8,7,9.4,9.32,3.9,4,31.01,27.34,122.79,116.43,5.44,97.55,99.78
2019-07,99.78,101.2,98.22,98.49,100.81,99.36,95.6,103.02,101.63,97.8,78.58,79.87,100.34,99.65,100.35,101.21,100.07,99.73,100.22,99.79,100.13,101.31,102.9,102.7,103.1,99.3,99.1,99.6,102.04,101.5,101.5,63.2,98.4,98.54,91.6,99.3,91.9,106.97,108.71,108.32,101.12,102.1,100.95,88.17,5.99,6.74,103.95,10,9.81,5.38,7.81,8.66,4.65,7.05,25.19,22.14,86.51,92.55,5.02,101.58,98.11
2019-08,98.86,99.84,99.24,94.88,105.74,95.97,94.52,102.85,100.86,92.79,83.09,76.66,99.76,99.46,100.08,99.82,100.23,96.79,100.17,99.62,99.96,101.61,102.8,93.7,110.1,103,103,94.3,101.41,97.6,97.1,65.53,103.69,102.02,97.9,100.84,97.7,103.86,103.6,102.1,101.81,102.25,101.38,88.01,5.68,6.66,99.18,-9.09,10.84,1.57,7.31,8.04,3.13,5.03,24.22,25,99.57,98.44,2.35,101.01,99.38
2019-09,99.27,98.77,99.34,99.24,101.57,96.43,93.82,101.58,100.2,92.09,84.4,73.92,99.58,99.26,100.39,99.13,100.06,102.4,100.16,100.43,99.73,100.95,95.7,98,94,87.8,86.3,99.5,99.96,101.5,101.1,64.98,99.16,99,103.6,101.28,103.2,98.75,99.98,101.59,101.76,101.75,101.27,123.75,5.69,6.56,105.2,28.57,10.68,12.8,7.26,7.65,9.38,4.85,7.09,18.9,93.52,98.04,11.08,103.81,101.53
2019-10,102.02,100.53,101.19,104.54,100.26,105.8,95.72,102.12,101.39,96.28,84.62,78.21,100.19,100.47,100.25,99.78,100.24,100.66,99.17,99.57,100.99,100.7,101.5,101.9,101.2,111.5,110.9,104.7,100.66,100.7,100.3,64.35,99.04,99.43,101.1,100.82,101.3,96.25,98.47,94.15,100.47,100.82,99.81,105.65,5.89,6.52,100.21,38.1,11.88,14.96,8.03,8.22,11.63,4.28,4.65,24.22,105.97,102.76,13.29,104.72,101.1
2019-11,103.56,104.9,101.62,99.61,110.74,101.82,99.12,107.12,103.03,95.91,93.7,79.63,100.16,100.16,100.31,100,100.31,96.03,101.22,101.22,101.94,99.49,100.5,101.6,99.8,97.7,96,98.3,99.25,100.3,100.6,63.87,99.24,98.25,102,101.85,102.2,100.34,99.37,102.05,101.18,100.89,100.21,99.58,6.13,6.4,99.24,30.77,10.83,12.95,10.21,9.08,2.11,3.61,-2.88,21.99,90.54,94.43,7.46,97.66,98.46
2019-12,102.42,100.11,101.06,101.93,108.92,104.81,101.52,107.25,104.12,97.76,102.06,83.46,100.56,100.93,100.12,100.57,100.13,97.47,99.91,99.51,101.64,101.28,111.2,120.8,104.4,111.1,110.6,102.2,103.29,101.3,101.4,62.94,98.54,99.04,125.2,100.39,125.9,112.37,114.56,116.31,100.91,100.8,100.2,170.82,6.45,6.19,99.58,-3.7,8.4,7.91,11.21,9.17,4.29,4.55,5.8,17.78,145.19,110.48,6.09,101.03,99.95
2020-01,101.55,97.34,100.29,103.36,107.11,105.47,103.6,104.91,104.94,101.54,109.86,88.47,100.11,100.53,100.09,99.58,100.08,100.61,100.23,100.76,100.84,100.78,80.6,83.1,78.5,89.8,89,87.5,102.21,101.6,101.5,61.78,98.17,99.23,77.8,102.86,77.9,78.61,73.24,66.53,100.63,100.83,100.05,36.95,6.94,6.14,79.13,13.64,11.52,17.83,15.22,13.56,9.85,7.97,31.82,9.85,50.95,98.31,13.8,96.87,100.69
2020-02,96.96,96.86,99.04,98.93,89.74,104.46,100.45,101.62,103.94,100.46,98.59,92.42,100.54,100.62,100.08,100.98,100.13,99.9,100.12,100.02,101.27,100.84,98.1,99.3,97.2,100.1,100.4,107,96.82,98.3,98.3,63.88,103.39,103.98,97.9,100.45,98.4,105.43,111.3,113.02,101.15,100.97,100.16,123.99,7.24,6.28,102.83,19.05,13.44,20.63,19.21,19.04,11.54,6.43,37.4,22.73,103.58,87.67,16.04,98.95,101.03
2020-03,95.68,98.91,98.71,98.3,87.6,80.86,96.11,100.51,102.6,98.75,86.36,74.73,100.25,100.61,100.38,99.62,100.37,100.17,99.63,99.77,101.3,100.78,106.2,107.3,105.1,104.9,105.4,109.1,96.48,88.3,88.9,73.15,114.51,115.02,108.4,101.53,108.7,121.26,119.63,130.28,101.63,101.86,102.2,110.53,7.32,6.46,99.97,5.56,4.49,27.78,17.85,18.44,16.81,9.89,-9.62,42.48,83.37,84.52,22.23,99.82,100.44
2020-04,97.19,97.44,94.32,101.62,95.04,85.44,93.41,97.94,96.77,100.35,82.08,63.85,100.78,101.7,100.39,100.02,100.15,80.89,100.87,100.9,101.19,101.71,75.4,82,69.3,93.8,94.5,100.1,101.44,99.2,100.01,75.22,102.83,103.4,99.4,99.47,100.2,52.76,58.08,67.81,99.53,98.41,100.56,113.73,7.9,7.28,100.39,-5.88,0.17,22.61,14.34,15.59,8.47,7.41,2.61,29.91,108.96,102.18,15.43,100.88,102.32
2020-05,98.43,98.47,98.61,98.15,95.81,107.39,91.95,96.44,95.42,98.49,78.64,68.56,100.14,99.69,100.31,100.56,100.21,104.63,100.8,100.8,100.93,101.19,110.5,104.8,116.9,87.3,88.4,100.3,98.55,103.5,103.8,72.61,96.54,96.26,100.2,99.3,100.3,121.69,114.17,94.04,100.41,100,100.34,80.1,8.89,8.65,100.3,-18.18,2.23,10.77,13.78,14.86,5.3,5,25.78,41.98,95.85,100.98,8.02,101.23,102.32
2020-06,102.3,99.36,104.15,99.21,111.34,110.46,94.07,95.82,99.39,97.71,87.56,75.73,100.31,100.67,100.42,99.72,100.44,112.63,100.31,100.43,101.67,100.97,107.2,99.7,114.7,108.8,110.2,100.4,100.92,102.7,102.6,69.22,95.33,94.68,101,98.03,101.3,126.21,126.01,121.95,100.97,100.74,99.51,144.4,10,10.24,119,0,10.22,7.02,15.43,15.34,-1.71,6.21,34.48,40.83,110.19,103.8,2.61,99.05,101.27
2020-07,100.96,97.27,103.73,100.25,107.58,101.43,94.97,93.2,103.09,97.95,94.2,76.82,100.3,99.81,100.27,101,99.97,101.24,99.95,99.52,100.91,102.08,104.1,102.2,105.8,108.1,107.9,98.5,100.93,96.5,96.7,71.28,102.98,103.11,96.1,103.82,96.4,110.1,116.31,115.81,101.56,101.05,101.07,109.19,10.5,11.26,102.93,4.76,16.36,8.59,13.72,14.58,3.1,10.96,29.13,32.56,88,94.09,5.83,102.97,99.51
2020-08,101.99,99.98,100.06,102.12,105.89,106.69,96.86,93.18,103.16,100.03,99.75,81.95,100.1,99.32,100.35,100.84,100.46,98.47,100.46,99.91,99.9,101.55,100.5,97.4,103.2,100.6,100.3,97.9,105.01,95,94.9,73.8,103.53,101.84,96.2,99.14,96.3,109.35,109.96,102.39,102.21,101.93,101.34,86.62,10.2,11.17,98.45,41.18,20.31,21.08,15.59,16.31,12.9,10.76,16.11,45.99,101.28,100.12,16.95,102.8,101.18
2020-09,102.15,99.21,100.09,105.11,105.96,97.37,98.94,92.44,103.26,105.14,105.69,79.8,99.86,99.58,100.53,,,,99.26,99.54,,102.03,,,,,,,101.25,,,,,102.35,,100.77,,,,,,,,,9.5,10.37,,,,,,18.39,,,,,95.13,99.63,,101.32,99.04
2020-10,103.39,100.34,102.13,107.3,101.77,107.28,102.3,92.76,105.45,112.82,107.56,85.61,100.68,101.07,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.01,103.39
2020-11,103.97,101.01,100.98,102.48,114.49,103.33,106.36,93.7,106.48,115.61,123.14,88.45,100.87,101.73,100.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.06,102.87
2020-12,102.17,101.72,103.22,101.1,104.68,99.41,108.67,95.31,109.92,116.89,128.9,87.93,100.81,101.64,100.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.11,103.03
